Year;The organization works (1 - works, 0 - no);The organization receives agricultural production from the activity (1 - yes, 0 - no);Number of workers last year, persons;Average monthly salary of workers last year;Size of acreage last year, hectare;Conditional livestock of farm animals last year, heads;Quantity of agricultural machinery last year, pieces;Cost of fixed assets of the organization last year;Costs of production of the organization last year;Prime cost of the made agricultural production last year;Proceeds from sales of the made agricultural production last year;Profit on realization of the made agricultural production last year
2015;1;1;60;16011.11111;4219;263;17;122936;56197;39061;33728;-5333
2015;1;0;4;9708.333333;200;0;0;4492;672;672;672;0
2015;1;1;57;16975.1462;5706;1534;17;489446;135838;14487;16843;2356
2015;1;1;1;11083.33333;170;0;0;306;333;333;889;556
2015;1;1;4;6125;2112;20;0;5710;975;746;306;-440
2015;1;1;14;8244.047619;2161;113;25;8367;3658;4324;4127;-197
2015;1;1;108;17895.83333;4449;1401;24;199170;128819;83584;86577;2993
2015;1;1;7;9345.238095;928;0;8;12375;3876;2575;3342;767
2015;1;1;99;24389.73064;4489;1748;26;366947;172923;107878;106274;-1604
2015;1;1;209;15963.31738;3531;1869;40;205168;214127;126169;128028;1859
2015;1;1;77;13520.56277;3515;1011;38;239745;103443;90876;88908;-1968
2015;1;1;1180;21612.78249;0;0;34;2430269;2649716;2166700;2662846;496146
2015;1;1;22;18344.69697;3325;0;13;72416;36767;16495;17472;977
2015;1;1;366;14996.12933;6111;0;57;255226;554861;457668;504276;46608
2015;1;1;4;20458.33333;3912;0;0;4842;41064;17313;23268;5955
2015;1;1;164;12196.64634;4164;1121;32;134675;105982;82454;63654;-18800
2015;1;1;71;14748.82629;4659;714;18;318385;72698;49873;44107;-5766
2015;1;0;29;12962.64368;501;0;8;31104;12774;9283;5454;-3829
2015;1;1;103;18226.53722;3798;1995;32;145446;91415;58290;60600;2310
2015;1;1;3;9916.666667;778;0;0;725;5434;25;25;0
2015;1;1;11;9893.939394;6000;0;0;38157;19123;6226;12470;6244
2015;1;1;20;12983.33333;2230;0;12;13959;24613;13023;15307;2284
2015;1;1;16;9276.041667;440;760;5;15538;27730;23201;23965;764
2015;1;1;77;12193.72294;5718;1498;21;111990;92684;56171;70249;14078
2015;1;1;71;14495.30516;3991;916;26;83871;64862;43260;44074;814
2015;1;1;90;12068.51852;3576;893;34;66684;61497;42528;43898;1370
2015;1;1;80;15861.45833;5986;1290;25;145869;80814;51671;56073;4402
2015;1;1;43;11560.07752;2862;302;6;37203;36689;17283;17646;363
2015;1;1;139;14746.40288;3822;3525;75;290134;187361;130433;154932;24499
2015;1;0;15;13716.66667;3443;0;16;41327;5462;2894;2453;-441
2015;1;1;47;19003.5461;2885;719;26;53500;46448;35545;33115;-2430
2015;1;0;18;10518.51852;1598;0;1;5985;3094;5652;4689;-963
2015;1;1;71;12534.03756;3480;852;22;85318;49288;37522;37672;150
2015;1;1;82;13987.80488;3282;922;24;87121;53079;36599;39904;3305
2015;1;1;122;15310.79235;5494;1554.5;20;103700;81731;58713;62034;3321
2015;1;1;99;15620.37037;4280;1620.38;30;116699;86265;52160;58066;5906
2015;1;1;103;12180.42071;3771;1255;27;114607;71829;53626;57376;3750
2015;1;1;195;13882.05128;7890;1912;45;230767;156554;115033;134064;19031
2015;1;1;99;18908.24916;4674;1397;34;144627;89086;70536;75849;5313
2015;1;1;47;12560.28369;2157;744;15;71441;37557;23366;25356;1990
2015;1;1;64;12770.83333;4652;605;19;68407;56247;48097;50238;2141
2015;1;1;91;11487.17949;4225;772;20;91966;47630;39620;48671;9051
2015;1;1;11;8030.30303;1569;83;7;12317;7027;6583;5313;-1270
2015;1;1;10;9408.333333;2793;76;7;24937;10236;9231;8561;-670
2015;1;0;0.32;7812.5;1059;0;0;818;79;79;156;77
2015;1;1;112;18204.6131;6405;1797;26;170127;93145;62617;74290;11673
2015;1;1;164;11918.69919;8540;1201;28;83160;85120;42040;48510;6470
2015;1;1;68;10927.69608;3611;809;22;41177;34491;20283;20207;-76
2015;1;0;302;8430.463576;1040;0;0;1057;844;844;312;-532
2015;1;1;2;10708.33333;9494;0;34;182947;86894;81210;77042;-4168
2015;1;1;132;15880.68182;4953;1429;32;118749;106574;65332;66522;1190
2015;1;1;71;18640.84507;2947;939;25;66775;53179;33616;44285;10669
2015;1;1;136;16155.02451;2817;1617;33;176830;112509;76411;78165;1754
2015;1;1;105;15517.46032;3495;1295;27;105334;78444;53584;57355;3771
2015;1;1;50;8675;2976;590;14;42635;24842;13223;14556;1333
2015;1;1;15;9172.222222;1307;168;5;10620;4979;3653;3984;331
2015;1;1;95;13944.73684;6981;979;26;135811;76556;45402;45236;-166
2015;1;1;43;10594.96124;2957;462;14;45108;31950;22326;18826;-3500
2015;1;1;101;17633.66337;1553;917;37;147290;108043;60822;72259;11437
2015;1;1;20;13750;564;303;17;19130;23021;11034;11202;168
2015;1;1;22;13215.90909;891;307;16;9604;15582;8305;9487;1182
2015;1;1;50;9193.333333;3441;719;32;48081;62881;34803;39097;4294
2015;1;1;11;7500;662;40;10;5805;4137;3050;3530;480
2015;1;1;14;8059.52381;616;310;2;25856;14832;11656;8024;-3632
2015;1;1;4;9062.5;150;0;5;2796;1198;584;1504;920
2015;1;1;14;9083.333333;430;185;7;4225;9116;5987;6095;108
2015;1;1;28;10056.54762;747;234;10;23947;12160;9048;6763;-2285
2015;1;1;79;20333.33333;14890;0;46;179964;152597;130467;154299;24670
2015;1;1;19;8135.964912;3318;495.46;0;62598;26484;20192;17512;-2663
2015;1;1;7;9940.47619;1720;0;0;627;4398;3443;3189;-254
2015;1;1;53;9915.09434;2870;611;7;16579;36474;20677;22521;1913
2015;1;1;14;8136.904762;2148;0;9;45941;19746;11665;9685;28
2015;1;1;10;8283.333333;461;0;6;4841;6848;3630;3664;34
2015;1;1;7;9940.47619;1720;0;0;627;4398;3443;3189;-254
2015;1;1;118;17158.89831;17620;152;14;7751;231651;124634;194675;71505
2015;1;1;21;8369.047619;1997;282;7;22410;15485;7981;7490;-394
2015;1;1;1;8333.333333;1114;0;17;2810;2310;1406;1533;127
2015;1;1;1;8000;2677;0;2;2322;1705;995;766;-229
2015;1;1;5;8000;2166;223;5;11234;13132;7473;9224;1751
2015;1;1;11;8234.848485;4536;0;7;29238;20285;11697;11432;-265
2015;1;1;41;8668.699187;5495;642;15;97703;53559;35985;39645;3660
2015;1;1;51;7782.679739;2215;0;11;81677;68711;47915;51940;4025
2015;1;1;23;10094.2029;1726;0;11;25932;31493;26034;25334;-700
2015;1;1;2;8833.333333;183;0;3;185;1004;995;1094;99
2015;1;1;13;11493.58974;1183;0;13;18492;10862;7900;11458;3558
2015;1;1;14;8660.714286;2285;0;8;23464;13750;5162;6003;841
2015;1;1;51;7782.679739;2215;0;11;81677;68711;47915;51940;4025
2015;1;1;4;9437.5;1293;0;13;19367;7694;6132;6936;804
2015;1;1;2;9250;1866;0;9;18026;3444;44;57;13
2015;1;1;30;12255.55556;3723;260;20;40802;28542;16576;14522;-2054
2015;1;1;18;10990.74074;1786;174;12;21409;14848;10185;11853;1668
2015;1;1;6;9888.888889;1514;0;7;20868;8041;7724;7915;191
2015;1;1;2;7166.666667;825;0;7;6627;754;548;499;-49
2015;1;1;14;8375;700;177;10;5132;7573;4354;4070;-284
2015;1;1;11;8166.666667;550;0;6;1401;3809;2793;3493;700
2015;1;1;10;9666.666667;864;158;6;1077;5824;4854;3347;-1507
2015;1;1;1;0;435;0;2;645;607;450;625;175
2015;1;1;0.16;14062.5;566;0;6;1071;48;52;78;26
2015;1;1;137;21665.45012;3364;1401;44;188961;139746;87954;100180;12226
2015;1;1;44;8285.984848;2403;779;20;33252;40661;29753;29309;-444
2015;1;1;27;10879.62963;600;346;0;5952;17578;15477;12937;-2540
2015;1;1;30;12980.55556;2350;0;5;6536;27982;17302;15487;-1815
2015;1;1;1;1916.666667;279;0;0;0;1046;65;40;-25
2015;1;1;10;11258.33333;1270;0;12;32809;11024;7456;6232;-1224
2015;1;1;12;8402.777778;1598;0;8;19317;10020;9317;11068;1751
2015;1;1;58;11655.17241;5666;0;30;94799;57856;43320;57566;14246
2015;1;1;56;11549.10714;3632;440;22;49560;39396;22846;23595;749
2015;1;1;174;13992.81609;7008;1366;42;173518;114858;84506;88630;4124
2015;1;1;78;13024.57265;0;469;0;0;41399;29436;43014;13578
2015;1;0;1;2833.333333;89;0;2;639;73;99;78;-21
2015;1;1;25;9763.333333;1944;504.08;9;70374;29280;16760;28811;12051
2015;1;1;56;11184.52381;3760;720;30;51830;41092;23158;19909;-3249
2015;1;0;1;10333.33333;342;0;3;626;214;111;98;-13
2015;1;0;5;10950;1767;33;11;8586;2147;2038;1307;-731
2015;1;0;4;10062.5;1690;22;7;9241;1668;1212;444;-768
2015;1;0;1;10583.33333;800;0;3;13631;330;131;165;34
2015;1;1;3;10055.55556;1005;0;4;5975;1821;1505;765;-740
2015;1;1;16;9520.833333;3344;123;13;26252;8588;6808;3894;-2914
2015;1;1;7;11821.42857;2336;497;21;34753;13496;8031;8869;838
2015;1;1;7;12190.47619;1831;341;7;67865;21189;8924;8581;-343
2015;1;1;24;8722.222222;2432;309;22;28871;16322;7474;7470;-4
2015;1;1;13;8756.410256;1058;184;11;18810;9145;3938;2788;-1150
2015;1;1;11;8515.151515;1147;151;15;12793;5313;3533;3150;-383
2015;1;1;5;8183.333333;1717;65;2;6508;5374;4622;2393;-2229
2015;1;1;4;8854.166667;351;50;5;7610;2482;1231;982;-249
2015;1;1;1;11166.66667;365;0;0;2147;717;255;255;0
2015;1;1;6;8166.666667;310;0;4;1899;1002;678;572;-106
2015;1;1;4;14333.33333;1885;207;0;8808;3591;1059;2311;1252
2015;1;1;76;14557.01754;2697;1018;28;116282;72071;43136;43575;439
2015;1;1;89;12821.16105;2598;970;35;67345;63746;39586;40312;726
2015;1;1;26;8714.74359;2896;362;17;20421;16054;10332;10931;599
2015;1;1;165;19804.54545;4087;1987;44;323699;167993;105487;153002;47515
2015;1;1;71;11623.23944;2590;790;5;22729;40145;26232;24145;-2087
2015;1;1;76;14799.34211;2505;606;40;61641;47843;26868;32937;6069
2015;1;1;60;11327.77778;2608;567;28;48213;33484;19421;19755;334
2015;1;1;28;10303.57143;1384;90;1;5791;9266;8967;3368;-5599
2015;1;1;11;9583.333333;367;149;11;10658;6937;4476;5096;620
2015;1;1;29;11436.78161;2390;452;18;24583;21305;13853;13609;-244
2015;1;1;73;11315.06849;1517;631;20;63198;46928;27429;29845;2416
2015;1;1;11;9992.424242;947;171;12;26969;7336;4814;3948;-866
